duplicate_type,duplicate_key,duplicate_count,sample_row_number,sample_ref_number,sample_recipient_legal_name,sample_recipient_city,sample_recipient_postal_code,sample_agreement_start_date,sample_agreement_value
org_city_postal,org=ATIKOKAN PRINTING (1994) LIMITED|city=Atikokan | Atikokan|postal=P0T 1C0,9,119650,016-2018-2019-Q1-1318818,ATIKOKAN PRINTING (1994) LIMITED,Atikokan | Atikokan,P0T 1C0,2018-04-01,23615
org_city_postal,org=STRUTH PUBLISHING LTD.|city=Killarney | Killarney|postal=R0K 1G0,9,119671,016-2018-2019-Q1-1319381,STRUTH PUBLISHING LTD.,Killarney | Killarney,R0K 1G0,2018-04-01,25423
org_city_postal,org=BLENHEIM PUBLISHERS|city=Blenheim | Blenheim|postal=N0P 1A0,9,119688,016-2018-2019-Q1-1318871,BLENHEIM PUBLISHERS,Blenheim | Blenheim,N0P 1A0,2018-04-01,37560
org_city_postal,org=BOISSEVAIN RECORDER INC.|city=Boissevain | Boissevain|postal=R0K 0E0,9,119689,016-2018-2019-Q1-1318872,BOISSEVAIN RECORDER INC.,Boissevain | Boissevain,R0K 0E0,2018-04-01,22284
org_city_postal,org=BRIARPATCH INCORPORATED|city=Regina | Regina|postal=S4P 2R7,9,119690,016-2018-2019-Q1-1318874,BRIARPATCH INCORPORATED,Regina | Regina,S4P 2R7,2018-04-01,19415
org_city_postal,org=ERMITAGE SAINT-ANTOINE|city=Lac Bouchette | Lac Bouchette|postal=G0W 1V0,9,119716,016-2018-2019-Q1-1318974,ERMITAGE SAINT-ANTOINE,Lac Bouchette | Lac Bouchette,G0W 1V0,2018-04-01,163188
org_city_postal,org=COUNTY MAGAZINE PRINTSHOP LTD.|city=Bloomfield | Bloomfield|postal=K0K 1G0,9,119717,016-2018-2019-Q1-1318920,COUNTY MAGAZINE PRINTSHOP LTD.,Bloomfield | Bloomfield,K0K 1G0,2018-04-01,9795
org_city_postal,org=PASS HERALD LTD.|city=Blairmore | Blairmore|postal=T0K 0E0,9,119719,016-2018-2019-Q1-1319219,PASS HERALD LTD.,Blairmore | Blairmore,T0K 0E0,2018-04-01,29102
org_city_postal,org=DORCHESTER SIGNPOST|city=Dorchester | Dorchester|postal=N0L 1G2,9,119724,016-2018-2019-Q1-1318939,DORCHESTER SIGNPOST,Dorchester | Dorchester,N0L 1G2,2018-04-01,30856
org_city_postal,org=DRUMHELLER MAIL LTD.|city=Drumheller | Drumheller|postal=T0J 0Y0,9,119727,016-2018-2019-Q1-1318944,DRUMHELLER MAIL LTD.,Drumheller | Drumheller,T0J 0Y0,2018-04-01,58695
org_city_postal,org=BUNKER TO BUNKER BOOKS INC.|city=Calgary | Calgary|postal=T2H 2H4,9,119769,016-2018-2019-Q1-1318882,BUNKER TO BUNKER BOOKS INC.,Calgary | Calgary,T2H 2H4,2018-04-01,49023
org_city_postal,org=INVERNESS COMMUNICATIONS LIMITED|city=Inverness | Inverness|postal=B0E 1N0,9,119772,016-2018-2019-Q1-1319079,INVERNESS COMMUNICATIONS LIMITED,Inverness | Inverness,B0E 1N0,2018-04-01,65496
org_city_postal,org=TANGLE LANE INC.|city=Charlottetown | Charlottetown|postal=C1A 4S3,9,119783,016-2018-2019-Q1-1319390,TANGLE LANE INC.,Charlottetown | Charlottetown,C1A 4S3,2018-04-01,18254
org_city_postal,org=LAKEFIELD HERALD LTD.|city=Lakefield | Lakefield|postal=K0L 2H0,9,119786,016-2018-2019-Q1-1319103,LAKEFIELD HERALD LTD.,Lakefield | Lakefield,K0L 2H0,2018-04-01,19361
org_city_postal,org=MACLEOD GAZETTE 2001 LIMITED|city=Fort Macleod | Fort Macleod|postal=T0L 0Z0,9,119814,016-2018-2019-Q1-1319121,MACLEOD GAZETTE 2001 LIMITED,Fort Macleod | Fort Macleod,T0L 0Z0,2018-04-01,23552
org_city_postal,org=MI'KMAQ/MALISEET NATIONS NEWS ASSOCIATION|city=Truro | Truro|postal=B2N 6N4,9,119831,016-2018-2019-Q1-1319149,MI'KMAQ/MALISEET NATIONS NEWS ASSOCIATION,Truro | Truro,B2N 6N4,2018-04-01,3830
org_city_postal,org=OLD AUTOS PUBLICATIONS INC.|city=Bothwell | Bothwell|postal=N0P 1C0,9,119832,016-2018-2019-Q1-1319200,OLD AUTOS PUBLICATIONS INC.,Bothwell | Bothwell,N0P 1C0,2018-04-01,144377
org_city_postal,org=ONTARIO MONSTER WHITETAILS MAGAZINE|city=Otonabee | Otonabee|postal=K9J 6X7,9,119847,016-2018-2019-Q1-1319203,ONTARIO MONSTER WHITETAILS MAGAZINE,Otonabee | Otonabee,K9J 6X7,2018-04-01,25486
org_city_postal,org=PREMIER PRINTING LTD.|city=Winnipeg | Winnipeg|postal=R2J 3X5,9,119871,016-2018-2019-Q1-1319259,PREMIER PRINTING LTD.,Winnipeg | Winnipeg,R2J 3X5,2018-04-01,83665
org_city_postal,org=PUBLICATIONS VOYAGEUR INC.|city=Sudbury | Sudbury|postal=P3C 1X8,9,119877,016-2018-2019-Q1-1319283,PUBLICATIONS VOYAGEUR INC.,Sudbury | Sudbury,P3C 1X8,2018-04-01,211497
org_city_postal,org=RANKIN TRUCKING LIMITED|city=Thessalon | Thessalon|postal=P0R 1L0,9,119878,016-2018-2019-Q1-1319287,RANKIN TRUCKING LIMITED,Thessalon | Thessalon,P0R 1L0,2018-04-01,34439
org_city_postal,org=ROBLIN REVIEW (1997) LTD.|city=Roblin | Roblin|postal=R0L 1P0,9,119886,016-2018-2019-Q1-1319311,ROBLIN REVIEW (1997) LTD.,Roblin | Roblin,R0L 1P0,2018-04-01,32547
org_city_postal,org=ROSETOWN PUBLISHING CO. LTD.|city=Kindersley | Kindersley|postal=S0L 1S0,9,119889,016-2018-2019-Q1-1319319,ROSETOWN PUBLISHING CO. LTD.,Kindersley | Kindersley,S0L 1S0,2018-04-01,31225
org_city_postal,org=SEA-COAST PUBLICATIONS INC.|city=New Carlisle | New Carlisle|postal=G0C 1Z0,9,119894,016-2018-2019-Q1-1319358,SEA-COAST PUBLICATIONS INC.,New Carlisle | New Carlisle,G0C 1Z0,2018-04-01,46156
org_city_postal,org=SPORTS SCENE PUBLICATIONS INC.|city=Edmonton | Edmonton|postal=T5S 2G9,9,119906,016-2018-2019-Q1-1319376,SPORTS SCENE PUBLICATIONS INC.,Edmonton | Edmonton,T5S 2G9,2018-04-01,73008
org_city_postal,org=TEKEYAN ARMENIAN CULTURAL ASSOCIATION OF MONTREAL|city=Saint-Laurent | Saint-Laurent|postal=H4N 1Z5,9,119914,016-2018-2019-Q1-1319393,TEKEYAN ARMENIAN CULTURAL ASSOCIATION OF MONTREAL,Saint-Laurent | Saint-Laurent,H4N 1Z5,2018-04-01,13410
org_city_postal,org=RUSSELL BANNER LTD.|city=Russell | Russell|postal=R0J 1W0,9,119939,016-2018-2019-Q1-1319329,RUSSELL BANNER LTD.,Russell | Russell,R0J 1W0,2018-04-01,27536
org_city_postal,org=OHBEDEES HOLDINGS LTD.|city=Pilot Mound | Pilot Mound|postal=R0G 1P0,9,119942,016-2018-2019-Q1-1319199,OHBEDEES HOLDINGS LTD.,Pilot Mound | Pilot Mound,R0G 1P0,2018-04-01,21151
org_city_postal,org=3352391 MANITOBA LTD.|city=Treherne | Treherne|postal=R0G 2V0,9,119943,016-2018-2019-Q1-1318748,3352391 MANITOBA LTD.,Treherne | Treherne,R0G 2V0,2018-04-01,29287
org_city_postal,org=ST CLAUDE GAZETTE|city=St. Claude | St. Claude|postal=R0G 1Z0,9,119963,016-2018-2019-Q1-1319377,ST CLAUDE GAZETTE,St. Claude | St. Claude,R0G 1Z0,2018-04-01,6335
org_city_postal,org=JERSEY CANADA|city=Guelph | Guelph|postal=N1H 7M7,9,120002,016-2018-2019-Q1-1319090,JERSEY CANADA,Guelph | Guelph,N1H 7M7,2018-04-01,23174
org_city_postal,org=HERALD NEWSPAPER CORP.|city=Dundalk | Dundalk|postal=N0C 1B0,9,120010,016-2018-2019-Q1-1319053,HERALD NEWSPAPER CORP.,Dundalk | Dundalk,N0C 1B0,2018-04-01,29417
org_city_postal,org=CANADIAN AVIATOR PUBLISHING LTD.|city=Vancouver | Vancouver|postal=V6E 3Z3,9,120011,016-2018-2019-Q1-1318889,CANADIAN AVIATOR PUBLISHING LTD.,Vancouver | Vancouver,V6E 3Z3,2018-04-01,57979
org_city_postal,org=PROBASHI KANTHO INC.|city=Toronto | Toronto|postal=M1E 3P4,9,120052,016-2018-2019-Q1-1319265,PROBASHI KANTHO INC.,Toronto | Toronto,M1E 3P4,2018-04-01,51608
org_city_postal,org=CULTURERUS CORPORATION|city=Mississauga | Mississauga|postal=L4W 0C2,9,120066,016-2018-2019-Q1-1318923,CULTURERUS CORPORATION,Mississauga | Mississauga,L4W 0C2,2018-04-01,75710
org_city_postal,org=WESTERN PERFORMANCE PUBLISHING INC.|city=Calgary | Calgary|postal=T1Y 6M6,9,120133,016-2018-2019-Q1-1319447,WESTERN PERFORMANCE PUBLISHING INC.,Calgary | Calgary,T1Y 6M6,2018-04-01,54995
org_city_postal,org=GOOD NEWS JOURNAL|city=Pickering | Pickering|postal=L1V 3T9,9,120148,016-2018-2019-Q1-1319008,GOOD NEWS JOURNAL,Pickering | Pickering,L1V 3T9,2018-04-01,6260
org_city_postal,org=DIGEST MEDIA INC.|city=Deep River | Deep River|postal=K0J 1P0,9,120165,016-2018-2019-Q1-1318934,DIGEST MEDIA INC.,Deep River | Deep River,K0J 1P0,2018-04-01,31747
org_city_postal,org=MYDEEN EDUCATION LTD.|city=London | London|postal=N5X 4M1,9,120180,016-2018-2019-Q1-1319166,MYDEEN EDUCATION LTD.,London | London,N5X 4M1,2018-04-01,14336
org_city_postal,org=7569424 CANADA INC.|city=Dollard-des-Ormeaux | Dollard-des-Ormeaux|postal=H9B 1R6,9,120182,016-2018-2019-Q1-1318761,7569424 CANADA INC.,Dollard-des-Ormeaux | Dollard-des-Ormeaux,H9B 1R6,2018-04-01,16337
org_city_postal,org=2383850 ONTARIO LTD.|city=Mississauga | Mississauga|postal=L4W 2H3,9,120189,016-2018-2019-Q1-1318744,2383850 ONTARIO LTD.,Mississauga | Mississauga,L4W 2H3,2018-04-01,126207
org_city_postal,org=SENTIER CHASSE-PÊCHE INC.|city=Dolbeau-Mistassini | Dolbeau-Mistassini|postal=G8L 2W7,9,120190,016-2018-2019-Q1-1319359,SENTIER CHASSE-PÊCHE INC.,Dolbeau-Mistassini | Dolbeau-Mistassini,G8L 2W7,2018-04-01,261689
org_city_postal,org=GUELPH BLACK HERITAGE SOCIETY|city=Guelph | Guelph|postal=N1H 3K9,9,120220,016-2018-2019-Q1-1319535,GUELPH BLACK HERITAGE SOCIETY,Guelph | Guelph,N1H 3K9,2018-05-01,19250
org_city_postal,org=GREATER MONCTON SCOTTISH ASSOCIATION INC. (THE)|city=Riverview | Riverview|postal=E1B 1V3,9,120271,016-2018-2019-Q1-1318041,GREATER MONCTON SCOTTISH ASSOCIATION INC. (THE),Riverview | Riverview,E1B 1V3,2018-06-01,19000
org_city_postal,org=PRODUCTIONS DANSENCORPS INC. (LES)|city=Moncton | Moncton|postal=E1C 4X5,9,120317,016-2018-2019-Q2-1319662,PRODUCTIONS DANSENCORPS INC. (LES),Moncton | Moncton,E1C 4X5,2019-08-07,36000
org_city_postal,org=TORONTO BOOK AND MAGAZINE FAIR|city=Toronto | Toronto|postal=M6K 3E3,9,120338,016-2018-2019-Q2-1320101,TORONTO BOOK AND MAGAZINE FAIR,Toronto | Toronto,M6K 3E3,2018-08-31,10900
org_city_postal,"org=MANITOBA ARTS NETWORK, INC.|city=Winnipeg | Winnipeg|postal=R3B 1H3",9,120351,016-2018-2019-Q2-1319615,"MANITOBA ARTS NETWORK, INC.",Winnipeg | Winnipeg,R3B 1H3,2018-04-01,29500
org_city_postal,org=CORPORATION DE GESTION DE LA SALLE DE SPECTACLE DE BAIE-COMEAU|city=Baie-Comeau | Baie-Comeau|postal=G5C 3S3,9,120413,016-2018-2019-Q2-1319617,CORPORATION DE GESTION DE LA SALLE DE SPECTACLE DE BAIE-COMEAU,Baie-Comeau | Baie-Comeau,G5C 3S3,2019-01-01,40000
org_city_postal,org=DANSE DANSE INC.|city=Montréal | Montréal|postal=H2X 1K4,9,120414,016-2018-2019-Q2-1319623,DANSE DANSE INC.,Montréal | Montréal,H2X 1K4,2019-06-01,145000
org_city_postal,org=TIGER PRINCESS DANCE PROJECTS|city=Toronto | Toronto|postal=M4X 1P2,9,120424,016-2018-2019-Q2-1319694,TIGER PRINCESS DANCE PROJECTS,Toronto | Toronto,M4X 1P2,2019-04-01,46000
org_city_postal,org=SOCIÉTÉ DES ARTS LIBRES ET ACTUELS (LA)|city=Montréal | Montréal|postal=H2T 1R6,9,120438,016-2018-2019-Q2-1319658,SOCIÉTÉ DES ARTS LIBRES ET ACTUELS (LA),Montréal | Montréal,H2T 1R6,2019-04-01,108000
org_city_postal,org=COMITÉ DE SPECTACLE DE HAVRE ST-PIERRE|city=Havre-Saint-Pierre | Havre-Saint-Pierre|postal=G0G 1P0,9,120442,016-2018-2019-Q2-1319618,COMITÉ DE SPECTACLE DE HAVRE ST-PIERRE,Havre-Saint-Pierre | Havre-Saint-Pierre,G0G 1P0,2019-05-01,10000
org_city_postal,org=FESTIVALS ILLIMITÉS|city=Rouyn-Noranda | Rouyn-Noranda|postal=J9X 1Z6,9,120445,016-2018-2019-Q2-1319633,FESTIVALS ILLIMITÉS,Rouyn-Noranda | Rouyn-Noranda,J9X 1Z6,2018-11-01,105000
org_city_postal,org=MUNI-SPEC MONT-LAURIER|city=Mont-Laurier | Mont-Laurier|postal=J9L 0L4,9,120453,016-2018-2019-Q2-1319622,MUNI-SPEC MONT-LAURIER,Mont-Laurier | Mont-Laurier,J9L 0L4,2019-01-01,150000
org_city_postal,org=VANCOUVER INTER-CULTURAL ORCHESTRA SOCIETY (THE)|city=Vancouver | Vancouver|postal=V5V 2W9,9,120455,016-2018-2019-Q2-1319506,VANCOUVER INTER-CULTURAL ORCHESTRA SOCIETY (THE),Vancouver | Vancouver,V5V 2W9,2019-01-01,10000
org_city_postal,org=FESTIVAL ZOOFEST|city=Montréal | Montréal|postal=H2X 2T5,9,120461,016-2018-2019-Q2-1319656,FESTIVAL ZOOFEST,Montréal | Montréal,H2X 2T5,2019-04-01,10000
org_city_postal,org=PRISE DE PAROLE INC.|city=Sudbury | Sudbury|postal=P3C 1T4,9,120488,016-2018-2019-Q2-1320407,PRISE DE PAROLE INC.,Sudbury | Sudbury,P3C 1T4,2018-04-01,26543
org_city_postal,org=ÉDITIONS J.C.L. INC. (LES)|city=Saint-Jean-sur-Richelieu | Saint-Jean-sur-Richelieu|postal=J2X 1K3,9,120561,016-2018-2019-Q2-1320293,ÉDITIONS J.C.L. INC. (LES),Saint-Jean-sur-Richelieu | Saint-Jean-sur-Richelieu,J2X 1K3,2018-04-01,107643
org_city_postal,org=ÉDITIONS QUÉBEC-AMÉRIQUE INC. (LES)|city=Montréal | Montréal|postal=H2R 2N1,9,120578,016-2018-2019-Q2-1320316,ÉDITIONS QUÉBEC-AMÉRIQUE INC. (LES),Montréal | Montréal,H2R 2N1,2018-04-01,370023
org_city_postal,org=ÉDITIONS ÉCOSOCIÉTÉ INC. (LES)|city=Montréal | Montréal|postal=H2K 3T1,9,120597,016-2018-2019-Q2-1320285,ÉDITIONS ÉCOSOCIÉTÉ INC. (LES),Montréal | Montréal,H2K 3T1,2018-04-01,136216
org_city_postal,org=BRETON BOOKS LTD.|city=Sydney | Sydney|postal=B1P 2C7,9,120608,016-2018-2019-Q2-1320239,BRETON BOOKS LTD.,Sydney | Sydney,B1P 2C7,2018-04-01,20248
org_city_postal,org=PUBLICATIONS MODUS VIVENDI INC. (LES)|city=Montréal | Montréal|postal=H2R 2W8,9,120610,016-2018-2019-Q2-1320410,PUBLICATIONS MODUS VIVENDI INC. (LES),Montréal | Montréal,H2R 2W8,2018-04-01,185349
org_city_postal,org=IRWIN LAW INC.|city=Toronto | Toronto|postal=M5H 3G8,9,120615,016-2018-2019-Q2-1320366,IRWIN LAW INC.,Toronto | Toronto,M5H 3G8,2018-04-01,138298
org_city_postal,org=GATEWAY TO KNOWLEDGE INC. (THE)|city=Don Mills | Don Mills|postal=M3C 3S2,9,120623,016-2018-2019-Q2-1320340,GATEWAY TO KNOWLEDGE INC. (THE),Don Mills | Don Mills,M3C 3S2,2018-04-01,33018
org_city_postal,org=EKSTASIS EDITIONS CANADA LTD.|city=Victoria | Victoria|postal=V8T 3Y3,9,120646,016-2018-2019-Q2-1320324,EKSTASIS EDITIONS CANADA LTD.,Victoria | Victoria,V8T 3Y3,2018-04-01,87033
org_city_postal,org=ÉDITIONS DE LA PASTÈQUE INC. (LES)|city=Montréal | Montréal|postal=H2T 2N7,9,120673,016-2018-2019-Q2-1320276,ÉDITIONS DE LA PASTÈQUE INC. (LES),Montréal | Montréal,H2T 2N7,2018-04-01,174167
org_city_postal,org=ÉDITIONS LES MALINS INC. (LES)|city=Montréal | Montréal|postal=H2H 2K7,9,120689,016-2018-2019-Q2-1320302,ÉDITIONS LES MALINS INC. (LES),Montréal | Montréal,H2H 2K7,2018-04-01,292820
org_city_postal,org=CORPORATION OF THE CITY OF DRYDEN|city=Dryden | Dryden|postal=P8N 2A7,9,120738,016-2018-2019-Q2-1319534,CORPORATION OF THE CITY OF DRYDEN,Dryden | Dryden,P8N 2A7,2018-08-07,5000
org_city_postal,"org=GOVERNMENT OF NUNAVUT, DEPARTMENT OF CULTURE AND HERITAGE|city=Iqaluit | Iqaluit|postal=X0A 0H0",9,120786,016-2018-2019-Q2-1318407,"GOVERNMENT OF NUNAVUT, DEPARTMENT OF CULTURE AND HERITAGE",Iqaluit | Iqaluit,X0A 0H0,2018-04-01,150000
org_city_postal,org=CONSEIL JEUNESSE PROVINCIAL DE LA NOUVELLE-ÉCOSSE (C.J.P.)|city=Dartmouth | Dartmouth|postal=B2Y 1G3,9,120812,016-2018-2019-Q2-1315118,CONSEIL JEUNESSE PROVINCIAL DE LA NOUVELLE-ÉCOSSE (C.J.P.),Dartmouth | Dartmouth,B2Y 1G3,2018-04-01,38000
org_city_postal,org=SOCIÉTÉ HISTORIQUE FRANCOPHONE DE L'ALBERTA|city=Edmonton | Edmonton|postal=T6C 3N1,9,120889,016-2018-2019-Q2-1315205,SOCIÉTÉ HISTORIQUE FRANCOPHONE DE L'ALBERTA,Edmonton | Edmonton,T6C 3N1,2018-04-01,4000
org_city_postal,org=COMITÉ RÉGIONAL DES JEUX DE L'ACADIE LTEE|city=Wellington | Wellington|postal=C0B 2E0,9,120916,016-2018-2019-Q2-1318274,COMITÉ RÉGIONAL DES JEUX DE L'ACADIE LTEE,Wellington | Wellington,C0B 2E0,2018-09-01,25000
org_city_postal,org=ASSOCIATION COMMUNAUTAIRE FRANSASKOISE DE GRAVELBOURG INC.|city=Gravelbourg | Gravelbourg|postal=S0H 1X0,9,120939,016-2018-2019-Q2-1316010,ASSOCIATION COMMUNAUTAIRE FRANSASKOISE DE GRAVELBOURG INC.,Gravelbourg | Gravelbourg,S0H 1X0,2018-04-01,31200
org_city_postal,org=ASSOCIATION FRANCO-ALBERTAINE DE L'UNITHÉÂTRE|city=Edmonton | Edmonton|postal=T6C 3N1,9,120981,016-2018-2019-Q2-1315276,ASSOCIATION FRANCO-ALBERTAINE DE L'UNITHÉÂTRE,Edmonton | Edmonton,T6C 3N1,2018-04-01,18000
org_city_postal,org=MEUTE CULTURELLE DE LAFONTAINE (LA)|city=Tiny | Tiny|postal=L9M 0H1,9,121048,016-2018-2019-Q2-1308669,MEUTE CULTURELLE DE LAFONTAINE (LA),Tiny | Tiny,L9M 0H1,2017-04-01,6000
org_city_postal,org=MAISON D'HAÏTI|city=Montréal | Montréal|postal=H1Z 0B1,9,121103,016-2018-2019-Q2-1320459,MAISON D'HAÏTI,Montréal | Montréal,H1Z 0B1,2018-08-13,18000
org_city_postal,org=B.B.C.M. FOUNDATION / FONDATION B.B.C.M. (LA)|city=Montréal | Montréal|postal=H4A 3A7,9,121113,016-2018-2019-Q2-1319511,B.B.C.M. FOUNDATION / FONDATION B.B.C.M. (LA),Montréal | Montréal,H4A 3A7,2018-06-01,18000
org_city_postal,org=YUKON SOURDOUGH RENDEZVOUS SOCIETY|city=Whitehorse | Whitehorse|postal=Y1A 1K1,9,121245,016-2018-2019-Q2-1320004,YUKON SOURDOUGH RENDEZVOUS SOCIETY,Whitehorse | Whitehorse,Y1A 1K1,2018-09-01,33300
org_city_postal,org=VICTORIA CONSERVATORY OF MUSIC|city=Victoria | Victoria|postal=V8V 3N4,9,121257,016-2018-2019-Q2-1319992,VICTORIA CONSERVATORY OF MUSIC,Victoria | Victoria,V8V 3N4,2018-05-01,3900
org_city_postal,org=PRINCE ALBERT WINTER FESTIVAL SOCIETY INC.|city=Prince Albert | Prince Albert|postal=S6V 4Y8,9,121261,016-2018-2019-Q2-1319903,PRINCE ALBERT WINTER FESTIVAL SOCIETY INC.,Prince Albert | Prince Albert,S6V 4Y8,2018-11-01,38100
org_city_postal,org=VANCOUVER MOVING THEATRE SOCIETY|city=Vancouver | Vancouver|postal=V6B 1H4,9,121281,016-2018-2019-Q2-1318474,VANCOUVER MOVING THEATRE SOCIETY,Vancouver | Vancouver,V6B 1H4,2018-10-24,79900
org_city_postal,org=DANCE ONTARIO ASSOCIATION|city=Toronto | Toronto|postal=M5A 3C4,9,121284,016-2018-2019-Q2-1319848,DANCE ONTARIO ASSOCIATION,Toronto | Toronto,M5A 3C4,2018-09-01,16000
org_city_postal,org=ASSOCIATION OF ARTISTS FOR A BETTER WORLD (THE)|city=Toronto | Toronto|postal=M2N 6S3,9,121293,016-2018-2019-Q2-1319837,ASSOCIATION OF ARTISTS FOR A BETTER WORLD (THE),Toronto | Toronto,M2N 6S3,2018-04-30,26900
org_city_postal,org=ST. LOUIS BLUEGRASS & OLDTIME MUSIC FESTIVAL|city=St. Louis | St. Louis|postal=C0B 1Z0,9,121316,016-2018-2019-Q2-1319833,ST. LOUIS BLUEGRASS & OLDTIME MUSIC FESTIVAL,St. Louis | St. Louis,C0B 1Z0,2019-04-01,4900
org_city_postal,org=VANCOUVER INTERNATIONAL BHANGRA CELEBRATION|city=Vancouver | Vancouver|postal=V6B 1H4,9,121323,016-2018-2019-Q2-1319989,VANCOUVER INTERNATIONAL BHANGRA CELEBRATION,Vancouver | Vancouver,V6B 1H4,2019-04-01,75900
org_city_postal,org=SAINT-CÔME EN GLACE|city=Saint-Côme | Saint-Côme|postal=J0K 2B0,9,121324,016-2018-2019-Q2-1319940,SAINT-CÔME EN GLACE,Saint-Côme | Saint-Côme,J0K 2B0,2018-05-01,37300
org_city_postal,org=SILVER SKATE FESTIVAL SOCIETY|city=Edmonton | Edmonton|postal=T5K 1M4,9,121325,016-2018-2019-Q2-1320031,SILVER SKATE FESTIVAL SOCIETY,Edmonton | Edmonton,T5K 1M4,2018-07-01,83400
org_city_postal,org=SAGUENAY EN NEIGE INC.|city=Jonquière | Jonquière|postal=G8A 1X3,9,121333,016-2018-2019-Q2-1319919,SAGUENAY EN NEIGE INC.,Jonquière | Jonquière,G8A 1X3,2018-09-10,26300
org_city_postal,org=GOULDS RECREATION ASSOCIATION CORPORATION|city=Goulds | Goulds|postal=A1S 1G3,9,121342,016-2018-2019-Q2-1319818,GOULDS RECREATION ASSOCIATION CORPORATION,Goulds | Goulds,A1S 1G3,2018-04-01,2000
org_city_postal,org=OPEN EARS FESTIVAL OF MUSIC AND SOUND|city=Kitchener | Kitchener|postal=N2H 6P7,9,121343,016-2018-2019-Q2-1319861,OPEN EARS FESTIVAL OF MUSIC AND SOUND,Kitchener | Kitchener,N2H 6P7,2019-04-30,3800
org_city_postal,org=GIMLI ICE FESTIVAL|city=Aspen Park | Aspen Park|postal=R0C 1B1,9,121371,016-2018-2019-Q2-1319883,GIMLI ICE FESTIVAL,Aspen Park | Aspen Park,R0C 1B1,2019-02-01,2000
org_city_postal,org=MANITOBA MAPLE SYRUP FESTIVAL INC.|city=McCreary | McCreary|postal=R0J 1B0,9,121380,016-2018-2019-Q2-1319884,MANITOBA MAPLE SYRUP FESTIVAL INC.,McCreary | McCreary,R0J 1B0,2018-10-01,2000
org_city_postal,org=VOX AETERNA / VOIX ÉTERNELLES|city=Pointe-Claire | Pointe-Claire|postal=H9S 5C2,9,121381,016-2018-2019-Q2-1319941,VOX AETERNA / VOIX ÉTERNELLES,Pointe-Claire | Pointe-Claire,H9S 5C2,2019-01-05,7300
org_city_postal,org=OTTAWA GRASSROOTS FESTIVAL|city=Richmond | Richmond|postal=K0A 2Z0,9,121414,016-2018-2019-Q2-1319865,OTTAWA GRASSROOTS FESTIVAL,Richmond | Richmond,K0A 2Z0,2019-04-01,13400
org_city_postal,org=THOUSAND FACES FESTIVAL ASSOCIATION|city=Edmonton | Edmonton|postal=T5G 0N2,9,121424,016-2018-2019-Q2-1319960,THOUSAND FACES FESTIVAL ASSOCIATION,Edmonton | Edmonton,T5G 0N2,2019-05-01,5200
org_city_postal,org=ST. PATRICK'S SOCIETY OF RICHMOND AND VICINITY|city=Richmond | Richmond|postal=J0B 2H0,9,121426,016-2018-2019-Q2-1319935,ST. PATRICK'S SOCIETY OF RICHMOND AND VICINITY,Richmond | Richmond,J0B 2H0,2019-01-14,4000
org_city_postal,org=CORPORATION OF THE TOWN OF AURORA (THE)|city=Aurora | Aurora|postal=L4G 6J1,9,121446,016-2018-2019-Q2-1320070,CORPORATION OF THE TOWN OF AURORA (THE),Aurora | Aurora,L4G 6J1,2018-10-02,3500
org_city_postal,org=CANADIAN FILM IN THE SCHOOLS|city=Toronto | Toronto|postal=M5S 2R4,9,121469,016-2018-2019-Q3-1302207,CANADIAN FILM IN THE SCHOOLS,Toronto | Toronto,M5S 2R4,2016-04-01,50000
org_city_postal,org=ONE YELLOW RABBIT THEATRE ASSOCIATION|city=Calgary | Calgary|postal=T2G 0K8,9,121481,016-2018-2019-Q3-1309045,ONE YELLOW RABBIT THEATRE ASSOCIATION,Calgary | Calgary,T2G 0K8,2017-08-01,8500
org_city_postal,org=SEISMIC SHIFT ARTS SOCIETY|city=Vancouver | Vancouver|postal=V5T 4R6,9,121485,016-2018-2019-Q3-1312625,SEISMIC SHIFT ARTS SOCIETY,Vancouver | Vancouver,V5T 4R6,2018-07-01,25000
org_city_postal,org=MAISON QUÉBÉCOISE DU THÉÂTRE POUR L'ENFANCE ET LA JEUNESSE|city=Montréal | Montréal|postal=H2X 3Y6,9,121498,016-2018-2019-Q3-1315397,MAISON QUÉBÉCOISE DU THÉÂTRE POUR L'ENFANCE ET LA JEUNESSE,Montréal | Montréal,H2X 3Y6,2018-07-01,22300
org_city_postal,org=SUMMERWORKS THEATRE FESTIVAL|city=Toronto | Toronto|postal=M5V 3A8,9,121501,016-2018-2019-Q3-1315177,SUMMERWORKS THEATRE FESTIVAL,Toronto | Toronto,M5V 3A8,2018-04-01,34000
org_city_postal,org=CARREFOUR MONDIAL DE L'ACCORDÉON À MONTMAGNY|city=Montmagny | Montmagny|postal=G5V 1C5,9,121502,016-2018-2019-Q3-1315311,CARREFOUR MONDIAL DE L'ACCORDÉON À MONTMAGNY,Montmagny | Montmagny,G5V 1C5,2018-04-01,6300
org_city_postal,org=CITY OF NIAGARA FALLS|city=Niagara Falls | Niagara Falls|postal=L2G 1S9,9,121634,016-2018-2019-Q3-1320161,CITY OF NIAGARA FALLS,Niagara Falls | Niagara Falls,L2G 1S9,2019-01-07,15000
org_city_postal,org=CASTELIERS|city=Montréal | Montréal|postal=H2V 1X8,9,121642,016-2018-2019-Q3-1320187,CASTELIERS,Montréal | Montréal,H2V 1X8,2018-04-01,74591
